Customer ID,age,workclass,education,marital-status,occupation,relationship,sex,hours-per-week,Response,capital-loss,num-products,capital-gain
4420,44,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,Male,40,No,0,10,
4421,35,Private,7th-8th,Married-civ-spouse,Sales,Husband,Male,40,No,0,4,
4422,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,58,No,0,14,
4423,50,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,25,No,0,10,
4424,37,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,60,Yes,0,9,
4425,26,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,Female,12,No,0,13,450.8
4426,64,Private,Some-college,Never-married,Tech-support,Not-in-family,Male,40,Yes,0,10,
4427,30,Private,Preschool,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,40,No,0,1,
4428,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
4429,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,50,Yes,0,9,
4430,28,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Male,25,No,0,10,
4431,33,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,40,No,0,13,
4432,24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Female,30,No,0,9,
4433,26,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,Male,40,No,0,9,
4434,77,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,20,No,0,13,
4435,25,Federal-gov,Some-college,Never-married,Exec-managerial,Own-child,Male,9,No,0,10,
4436,53,Private,12th,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,40,No,0,8,
4437,38,Private,11th,Divorced,Adm-clerical,Not-in-family,Female,44,No,0,7,
4438,30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,47,Yes,0,14,
4439,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
4440,51,Self-emp-not-inc,Doctorate,Divorced,Sales,Not-in-family,Male,50,Yes,0,16,
4441,25,?,Bachelors,Married-spouse-absent,?,Not-in-family,Female,15,No,0,13,
4442,49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,85,Yes,0,13,
4443,51,Private,Some-college,Divorced,Prof-specialty,Unmarried,Female,40,No,0,10,
4444,47,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,Female,48,No,1876,9,
4445,36,Private,9th,Never-married,Farming-fishing,Unmarried,Female,40,No,0,5,
4446,62,Private,1st-4th,Married-civ-spouse,Priv-house-serv,Wife,Female,30,No,0,2,
4447,40,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Female,45,No,2205,14,
4448,30,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,Female,40,No,0,10,
4449,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,40,No,0,13,
4450,47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,50,No,0,14,
4451,28,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,Male,40,No,0,9,
4452,23,Private,Bachelors,Never-married,Sales,Not-in-family,Female,40,No,0,13,
4453,57,Private,Bachelors,Separated,Exec-managerial,Unmarried,Female,40,No,0,13,
4454,33,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,Male,40,No,0,3,
4455,58,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,24,No,0,9,
4456,84,?,Some-college,Widowed,?,Not-in-family,Female,6,No,0,10,
4457,46,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,55,No,0,10,
4458,23,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,55,No,0,9,
4459,32,Private,Bachelors,Never-married,Sales,Other-relative,Male,32,No,0,13,
4460,43,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,13,
4461,34,Private,10th,Separated,Exec-managerial,Unmarried,Female,45,No,0,6,
4462,23,Private,Some-college,Never-married,Sales,Own-child,Male,40,No,0,10,
4463,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,40,Yes,0,13,
4464,59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,Yes,0,9,
4465,22,Private,11th,Never-married,Craft-repair,Unmarried,Male,40,No,0,7,
4466,50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,46,Yes,0,14,
4467,44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,40,Yes,0,13,
4468,60,?,7th-8th,Married-civ-spouse,?,Husband,Male,40,No,0,4,
4469,56,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Female,40,No,2339,10,
4470,36,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,40,No,0,9,220.2
4471,20,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,40,No,0,9,
4472,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,55,No,0,9,450.8
4473,29,Private,HS-grad,Separated,Sales,Not-in-family,Male,50,No,0,9,
4474,32,State-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,20,No,0,12,
4475,36,Private,Some-college,Divorced,Exec-managerial,Unmarried,Female,35,No,0,10,
4476,19,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Female,18,No,0,12,
4477,37,State-gov,HS-grad,Divorced,Other-service,Unmarried,Female,40,No,0,9,
4478,22,Private,Bachelors,Never-married,Exec-managerial,Own-child,Female,15,No,0,13,
4479,42,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,45,Yes,0,13,
4480,22,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,20,No,0,10,
4481,35,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,45,Yes,0,13,729.8
4482,21,Private,Some-college,Never-married,Other-service,Own-child,Female,25,No,0,10,
4483,43,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,42,Yes,0,16,
4484,22,?,HS-grad,Never-married,?,Own-child,Male,40,No,0,9,
4485,18,Private,11th,Never-married,Other-service,Own-child,Male,24,No,0,7,
4486,28,Private,11th,Never-married,Other-service,Not-in-family,Male,40,No,0,7,
4487,20,?,Some-college,Never-married,?,Own-child,Male,24,No,0,10,
4488,32,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,45,No,0,16,332.5
4489,49,Local-gov,11th,Divorced,Other-service,Own-child,Female,60,No,0,7,
4490,38,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,40,No,0,10,
4491,21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,40,No,0,9,
4492,22,Private,10th,Never-married,Sales,Own-child,Male,15,No,0,6,
4493,34,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,35,Yes,0,14,768.8
4494,32,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,45,No,0,10,
4495,33,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,20,No,0,10,
4496,41,Private,Some-college,Divorced,Sales,Not-in-family,Male,52,No,0,10,
4497,38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,9,
4498,58,State-gov,Bachelors,Widowed,Tech-support,Unmarried,Female,40,Yes,0,13,
4499,44,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,35,No,0,10,
4500,61,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,Yes,0,13,
4501,35,Private,Some-college,Never-married,Tech-support,Other-relative,Female,40,No,0,10,
4502,36,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,50,No,0,9,
4503,44,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Female,40,No,0,10,
4504,35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,40,No,0,9,
4505,43,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,38,No,0,13,
4506,51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,50,Yes,0,9,768.8
4507,23,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,53,No,0,9,
4508,59,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,40,No,0,9,
4509,18,Private,HS-grad,Never-married,Other-service,Own-child,Female,12,No,0,9,
4510,23,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Female,15,No,0,10,
4511,24,Private,HS-grad,Never-married,Tech-support,Unmarried,Female,40,No,0,9,183.1
4512,57,Private,10th,Divorced,Craft-repair,Unmarried,Male,40,No,0,6,
4513,28,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Male,35,No,0,10,
4514,59,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,50,Yes,0,13,
4515,39,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,48,No,0,9,
4516,26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,50,No,0,9,
4517,17,Private,11th,Never-married,Sales,Own-child,Female,23,No,0,7,
4518,45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,15,
4519,64,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Female,20,No,0,9,
4520,72,?,Bachelors,Widowed,?,Not-in-family,Male,4,No,0,13,
4521,55,Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,14,
4522,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,16,No,0,9,
4523,43,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,No,0,10,
4524,46,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,Female,40,No,0,9,
4525,54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,9,
4526,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,40,No,0,13,465
4527,28,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,40,No,1669,13,
4528,57,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Female,40,No,0,11,
4529,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,9,
4530,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,9,
4531,48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,65,No,0,10,
4532,30,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,Male,55,Yes,2444,13,
4533,70,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,40,No,0,11,
4534,30,Local-gov,9th,Divorced,Farming-fishing,Unmarried,Female,40,No,0,5,
4535,34,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Female,40,No,0,9,
4536,26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,40,No,0,13,
4537,41,Self-emp-not-inc,12th,Divorced,Craft-repair,Unmarried,Male,40,No,0,8,
4538,19,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,30,No,0,10,
4539,59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,9,
4540,48,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Female,40,Yes,1902,13,
4541,30,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,70,Yes,0,9,438.6
4542,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,32,No,0,9,
4543,43,Private,Bachelors,Divorced,Sales,Unmarried,Female,50,No,0,13,
4544,51,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,13,
4545,25,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,40,No,0,10,
4546,31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,40,No,0,10,
4547,19,Private,HS-grad,Never-married,Craft-repair,Own-child,Female,40,No,0,9,
4548,29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Male,70,No,0,11,
4549,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,45,No,0,9,
4550,40,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Male,40,No,0,11,
4551,45,Private,11th,Never-married,Craft-repair,Not-in-family,Male,40,No,0,7,
4552,58,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,40,No,1741,9,
4553,28,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,50,No,0,14,
4554,43,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,40,Yes,0,13,
4555,40,State-gov,Bachelors,Never-married,Exec-managerial,Own-child,Female,40,No,0,13,
4556,55,Private,Some-college,Divorced,Tech-support,Unmarried,Female,56,No,0,10,
4557,18,Private,HS-grad,Never-married,Sales,Own-child,Female,24,No,0,9,
4558,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,9,
4559,21,Private,HS-grad,Never-married,Sales,Own-child,Female,30,No,0,9,
4560,45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,0,14,
4561,53,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,60,No,0,13,
4562,33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,40,No,0,9,
4563,35,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,Female,20,No,0,10,
4564,35,Private,HS-grad,Never-married,Sales,Own-child,Female,29,No,0,9,
4565,41,Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,40,No,0,9,
4566,44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,45,Yes,0,13,
4567,61,Private,HS-grad,Divorced,Sales,Not-in-family,Male,40,No,0,9,
4568,18,Private,Some-college,Never-married,Other-service,Own-child,Female,12,No,0,10,
4569,42,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,38,No,0,13,
4570,28,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,40,No,0,9,
4571,53,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,Yes,0,9,
4572,51,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,40,No,2339,9,
4573,32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,13,
4574,35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,No,0,9,
4575,44,Private,Bachelors,Divorced,Machine-op-inspct,Unmarried,Female,56,No,0,13,
4576,25,?,Assoc-acdm,Never-married,?,Own-child,Male,20,No,0,12,
4577,38,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,13,
4578,28,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,50,Yes,0,13,
4579,36,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Female,40,No,0,9,
4580,40,State-gov,Bachelors,Divorced,Adm-clerical,Other-relative,Female,32,No,0,13,
4581,37,Private,Assoc-voc,Divorced,Sales,Not-in-family,Female,40,No,0,11,
4582,18,Private,11th,Never-married,Other-service,Own-child,Female,20,No,0,7,
4583,51,Private,Some-college,Divorced,Sales,Unmarried,Female,50,No,0,10,
4584,42,Private,Some-college,Never-married,Sales,Not-in-family,Male,80,Yes,0,10,
4585,41,Private,Assoc-voc,Divorced,Adm-clerical,Own-child,Female,40,No,0,11,
4586,45,?,HS-grad,Never-married,?,Other-relative,Male,25,No,0,9,
4587,32,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,38,Yes,0,13,
4588,24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Male,40,No,0,10,
4589,63,Private,10th,Widowed,Machine-op-inspct,Not-in-family,Female,20,No,0,6,
4590,67,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,40,Yes,0,10,2005.1
4591,36,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Female,50,No,0,9,
4592,52,Private,12th,Married-civ-spouse,Exec-managerial,Husband,Male,60,Yes,0,8,
4593,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,Yes,0,9,
4594,38,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,45,No,0,10,
4595,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,10,No,0,13,
4596,50,Private,HS-grad,Divorced,Sales,Unmarried,Female,40,No,0,9,
4597,55,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,40,No,0,9,
4598,47,?,Some-college,Divorced,?,Unmarried,Female,42,No,0,10,
4599,30,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Female,40,No,0,9,
4600,40,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,Male,8,No,0,3,
4601,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,Yes,1887,9,
4602,50,Private,1st-4th,Married-spouse-absent,Other-service,Not-in-family,Male,40,No,0,2,
4603,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,13,768.8
4604,22,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Female,40,No,0,9,
4605,34,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,50,Yes,0,9,
4606,37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,60,No,0,10,
4607,57,Private,7th-8th,Widowed,Other-service,Unmarried,Female,29,No,0,4,
4608,29,Private,Some-college,Never-married,Craft-repair,Other-relative,Male,40,No,0,10,
4609,31,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,40,No,0,9,
4610,32,Private,Some-college,Never-married,Other-service,Not-in-family,Male,40,No,0,10,
4611,45,?,Bachelors,Married-civ-spouse,?,Husband,Male,45,Yes,0,13,
4612,31,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,40,No,0,9,
4613,29,Private,HS-grad,Separated,Transport-moving,Unmarried,Female,30,No,0,9,
4614,30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,40,No,0,13,
4615,43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,50,No,0,9,
4616,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,50,Yes,0,16,9999.9
4617,37,Local-gov,Bachelors,Divorced,Prof-specialty,Other-relative,Female,60,No,0,13,
4618,59,Local-gov,Masters,Separated,Prof-specialty,Own-child,Female,35,No,0,14,
4619,18,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Female,40,No,0,9,
4620,25,Private,Bachelors,Never-married,Other-service,Own-child,Male,43,No,0,13,
4621,36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,52,No,0,10,
4622,17,Private,10th,Never-married,Sales,Own-child,Female,12,No,0,6,
4623,55,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,40,Yes,0,9,438.6
4624,47,Local-gov,HS-grad,Married-civ-spouse,Other-service,Other-relative,Male,40,No,0,9,390.8
4625,17,?,10th,Never-married,?,Own-child,Female,16,No,0,6,
4626,18,Private,Some-college,Never-married,Other-service,Own-child,Male,30,No,0,10,
4627,46,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,80,Yes,0,10,
4628,31,Private,HS-grad,Never-married,Craft-repair,Other-relative,Male,40,No,0,9,
4629,61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,9,
4630,28,Private,Preschool,Never-married,Farming-fishing,Not-in-family,Male,38,No,0,1,
4631,43,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,13,
4632,26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,50,No,0,13,
4633,32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,9,
4634,52,Federal-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,40,No,0,9,
4635,55,Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,40,No,0,14,
4636,67,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Female,40,No,0,9,672.3
4637,25,Private,Some-college,Never-married,Other-service,Not-in-family,Male,48,No,0,10,
4638,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,50,Yes,0,13,1502.4
4639,29,Private,Assoc-acdm,Never-married,Exec-managerial,Other-relative,Female,38,No,0,12,
4640,20,Private,Some-college,Never-married,Priv-house-serv,Own-child,Female,40,No,0,10,
4641,58,?,Some-college,Married-civ-spouse,?,Wife,Female,40,No,0,10,
4642,56,?,Bachelors,Never-married,?,Unmarried,Female,20,No,0,13,
4643,37,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,45,Yes,0,10,
4644,36,Private,7th-8th,Divorced,Sales,Not-in-family,Female,35,No,0,4,
4645,21,Self-emp-inc,Some-college,Never-married,Farming-fishing,Own-child,Male,60,No,0,10,
4646,26,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,16,No,0,9,
4647,81,?,1st-4th,Widowed,?,Not-in-family,Male,30,No,0,2,
4648,52,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,Male,40,No,0,12,
4649,48,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,9,768.8
4650,34,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,50,Yes,0,13,
4651,47,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Male,40,No,0,3,
4652,37,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Female,48,Yes,0,11,
4653,37,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,45,No,0,13,
4654,42,Private,HS-grad,Divorced,Tech-support,Not-in-family,Male,40,Yes,0,9,861.4
4655,23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Female,25,No,0,10,
4656,37,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,50,No,0,9,
4657,45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,40,Yes,0,16,
4658,28,Federal-gov,Some-college,Never-married,Tech-support,Unmarried,Female,40,No,0,10,
4659,89,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,40,No,0,13,
4660,54,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Female,37,Yes,0,14,
4661,23,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,24,No,0,10,
4662,20,?,5th-6th,Never-married,?,Not-in-family,Male,25,No,0,3,
4663,50,?,HS-grad,Separated,?,Unmarried,Female,40,No,0,9,
4664,35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,40,No,0,9,
4665,37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,No,0,9,
4666,31,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,40,No,0,9,
4667,24,Private,Bachelors,Never-married,Tech-support,Own-child,Male,42,No,0,13,
4668,52,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,40,No,0,10,
4669,18,?,HS-grad,Never-married,?,Own-child,Male,30,No,0,9,
4670,35,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,40,No,0,9,
4671,51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,40,Yes,2415,14,
4672,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,65,Yes,0,9,1502.4
4673,57,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,40,Yes,0,10,
4674,22,Private,HS-grad,Never-married,Sales,Own-child,Male,40,No,0,9,
4675,37,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,45,No,0,13,
4676,74,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Male,35,Yes,2282,9,
4677,56,Private,HS-grad,Never-married,Sales,Not-in-family,Male,40,No,0,9,
4678,33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,48,No,0,9,
4679,31,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,30,No,0,10,
4680,41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,35,Yes,0,13,
4681,26,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Female,40,No,0,13,
4682,59,Local-gov,10th,Widowed,Other-service,Not-in-family,Female,25,No,0,6,
4683,23,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,Male,60,No,0,9,
4684,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,9,
4685,50,State-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,Female,40,No,0,11,
4686,52,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Not-in-family,Female,32,No,0,10,
4687,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,40,No,0,10,
4688,37,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,Female,35,No,0,9,
4689,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,40,No,0,10,
4690,50,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,Male,40,No,0,10,
4691,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,40,No,0,9,
4692,24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,40,No,0,9,
4693,57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,60,No,0,9,
4694,49,Self-emp-not-inc,Assoc-voc,Divorced,Transport-moving,Not-in-family,Male,48,No,0,11,
4695,23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,40,No,0,13,
4696,20,Private,Some-college,Never-married,Sales,Not-in-family,Female,36,No,0,10,
4697,52,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Female,40,Yes,0,9,
4698,56,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,50,Yes,0,13,768.8
4699,57,Federal-gov,Masters,Divorced,Exec-managerial,Not-in-family,Female,60,Yes,0,14,
4700,20,Private,Some-college,Never-married,Protective-serv,Own-child,Male,40,No,0,10,
4701,43,Private,HS-grad,Separated,Craft-repair,Not-in-family,Male,35,No,0,9,
4702,41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,50,Yes,0,15,9999.9
4703,45,Private,Some-college,Divorced,Sales,Not-in-family,Male,40,No,0,10,
4704,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,45,No,0,9,
4705,62,Federal-gov,9th,Divorced,Other-service,Unmarried,Female,40,No,0,5,
4706,19,Self-emp-inc,HS-grad,Never-married,Other-service,Own-child,Male,6,No,0,9,
4707,24,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,50,No,0,10,
4708,19,Self-emp-not-inc,HS-grad,Never-married,Tech-support,Own-child,Male,20,No,0,9,
4709,20,?,HS-grad,Married-civ-spouse,?,Wife,Female,40,No,0,9,
4710,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,40,No,0,13,
4711,44,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Not-in-family,Female,45,No,0,10,
4712,53,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,40,No,0,4,
4713,45,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Male,36,No,0,4,
4714,39,Private,Masters,Never-married,Exec-managerial,Not-in-family,Male,50,Yes,0,14,
4715,55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,25,Yes,0,14,
4716,30,Private,Bachelors,Never-married,Sales,Not-in-family,Male,55,No,0,13,
